분야,분야 내 카테고리,서브 카테고리,순위,책이름,저자,줄거리,이미지
유아,유아학습,영어/숫자 배우기,73,기탄 큰수학 A단계,편집부,"수학의 기초와 연산력을 탄탄하게 키워주는 학습지『기탄큰수학』시리즈. 이 시리즈는 암기 위주의 단순 계산력 측정이 아니라 실력을 차근차근 밟아 나갈 수 있도록 설계된 프로그램식 학습지이다. 나이ㆍ학년과 관계없이 아이의 능력과 수준에 따라 선택 학습할 수 있다. 4주분의 학습지가 각각 제본되어 있으며, 한달이면 한 단계를 마칠 수 있도록 꾸몄다. 단계는 A단계부터 H까지로 세분화 되어 있다. 이번 권은 똑같이 그리기, 점 잇기, 숫자 모양 따라 선 긋기 등을 배운다. 재미있게 스티커 놀이를 할 수 있는 수학 동화가 수록되었다. A단계는 유아들이 처음 시작하는 단계로 수의 배열을 비롯한 기본적인 선 긋기를 학습함으로써, 숫자와 글자 쓰기에 필요한 능력인 운필력, 협응력, 집중력을 기른다.",https://bookthumb-phinf.pstatic.net/cover/016/290/01629087.jpg?type=m5
유아,유아학습,영어/숫자 배우기,74,기탄큰수학 B단계 1집,기탄교육연구소,"수학의 기초와 연산력을 탄탄하게 키워주는 학습지『기탄큰수학』시리즈. 이 시리즈는 암기 위주의 단순 계산력 측정이 아니라 실력을 차근차근 밟아 나갈 수 있도록 설계된 프로그램식 학습지이다. 나이ㆍ학년과 관계없이 아이의 능력과 수준에 따라 선택 학습할 수 있다. 4주분의 학습지가 각각 제본되어 있으며, 한달이면 한 단계를 마칠 수 있도록 꾸몄다. 단계는 A단계부터 J까지로 세분화 되어 있다.이번 권은 10까지의 숫자 그리기와 쓰기 학습을 한다. 재미있게 스티커 놀이를 할 수 있는 수학 동화가 수록되었다. B단계는 A단계에서 익힌 능력을 토대로 수 100까지를 학습한다. C단계의 덧셈 학습에 필요한 수의 성질과 순서성을 이해하는데 중점을 두고 있다.",https://bookthumb-phinf.pstatic.net/cover/016/290/01629084.jpg?type=m5
유아,유아학습,영어/숫자 배우기,75,기탄큰수학 A단계 3집,기탄교육연구소,"수학의 기초와 연산력을 탄탄하게 키워주는 학습지『기탄큰수학』시리즈. 이 시리즈는 암기 위주의 단순 계산력 측정이 아니라 실력을 차근차근 밟아 나갈 수 있도록 설계된 프로그램식 학습지이다. 나이ㆍ학년과 관계없이 아이의 능력과 수준에 따라 선택 학습할 수 있다. 4주분의 학습지가 각각 제본되어 있으며, 한달이면 한 단계를 마칠 수 있도록 꾸몄다. 단계는 A단계부터 J까지로 세분화 되어 있다.은 직선ㆍ사선ㆍ곡선 긋기, 사물 모양 잇기 등을 통해 분류를 배운다. 재미있게 스티커 놀이를 할 수 있는 수학 동화가 수록되었다. A단계는 유아들이 처음 시작하는 단계로 기본적인 선 긋기를 학습함으로써, 숫자와 글자 쓰기에 필요한 능력인 운필력, 협응력, 집중력을 기른다.",https://bookthumb-phinf.pstatic.net/cover/016/290/01629089.jpg?type=m5
유아,유아학습,영어/숫자 배우기,76,기탄큰수학 A단계 4집,기탄교육연구소,"수학의 기초와 연산력을 탄탄하게 키워주는 학습지『기탄큰수학』시리즈. 이 시리즈는 암기 위주의 단순 계산력 측정이 아니라 실력을 차근차근 밟아 나갈 수 있도록 설계된 프로그램식 학습지이다. 나이ㆍ학년과 관계없이 아이의 능력과 수준에 따라 선택 학습할 수 있다. 4주분의 학습지가 각각 제본되어 있으며, 한달이면 한 단계를 마칠 수 있도록 꾸몄다. 단계는 A단계부터 J까지로 세분화 되어 있다.이번 권은 사물 모양 잇기, 여러 곡선 긋기, 길 찾기 등을 배운다. 재미있게 스티커 놀이를 할 수 있는 수학 동화가 수록되었다. A단계는 유아들이 처음 시작하는 단계로 기본적인 선 긋기를 학습함으로써, 숫자와 글자 쓰기에 필요한 능력인 운필력, 협응력, 집중력을 기른다.",https://bookthumb-phinf.pstatic.net/cover/016/290/01629088.jpg?type=m5
유아,유아학습,영어/숫자 배우기,77,기탄큰수학 C단계 1집,기탄교육연구소,"C단계 전과정(1-5집)을 담은 전자칠판강의 CD를 드립니다. CD는 각 단계별 1집에만 수록되어 있으며, 선착순 한정으로 드립니다. 기탄큰수학은 하루 5~10분 정도씩 학습할 수 있도록 구성되어 있으며, 상세한 문제풀이 과정과 지도방법을 담은 전자칠판강의 CD를 제공하여 직접 가르치기가 훨씬 쉬워졌습니다. 또한 각 단계별 성취도 테스트, 종료 테스트와 특별부록으로 제공하는 4분 문장제 학습으로 학습 효과를 극대화하고 있습니다. - 수학의 기초인 연산력을 탄탄하게 다져주는 프로그램식 학습지: 단순히 ‘알고 있다’가 아니라 100점을 받을 수 있는 실력을 갖추도록 스몰스텝 방식에 의해 치밀하고 과학적으로 설계되어 있는 프로그램식 학습지입니다. 나이와 학년에 관계없이 자녀의 능력과 수준에 따라 선택하여 학습할 ..",https://bookthumb-phinf.pstatic.net/cover/014/546/01454617.jpg?type=m5
유아,유아학습,영어/숫자 배우기,78,기탄큰수학 C단계 2집,기탄교육연구소,단계별로 배우는 수학학습서. 단계를 높여가며 수학실력을 쌓을 수 있다.,https://bookthumb-phinf.pstatic.net/cover/014/546/01454619.jpg?type=m5
유아,유아학습,영어/숫자 배우기,79,기탄큰수학 D단계 1집,기탄교육연구소,단계별로 배우는 수학학습서. 단계를 높여가며 수학실력을 쌓을 수 있다.,https://bookthumb-phinf.pstatic.net/cover/014/546/01454633.jpg?type=m5
유아,유아학습,영어/숫자 배우기,80,기탄큰수학 C단계 3집,기탄교육연구소,"기탄큰수학은 하루 5~10분 정도씩 학습할 수 있는 구성입니다. 또한 각 단계별 성취도 테스트, 종료 테스트와 특별부록으로 제공하는 4분 문장제 학습으로 학습 효과를 극대화하고 있습니다. - 수학의 기초인 연산력을 탄탄하게 다져주는 프로그램식 학습지: 단순히 ‘알고 있다’가 아니라 100점을 받을 수 있는 실력을 갖추도록 스몰스텝 방식에 의해 치밀하고 과학적으로 설계되어 있는 프로그램식 학습지입니다. 나이와 학년에 관계없이 자녀의 능력과 수준에 따라 선택하여 학습할 수 있어 자녀에게 자신감과 학습동기를 심어 줍니다. - 더 커진 판형과 분철할 필요가 없는 4 in 1 특수제본 시스템 도입 : 어린이의 학습 편의성을 위해 기존 교재보다 40% 커..",https://bookthumb-phinf.pstatic.net/cover/014/546/01454624.jpg?type=m5
유아,유아학습,영어/숫자 배우기,81,기탄큰수학 D단계 2집,기탄교육연구소,단계별로 배우는 수학학습서. 단계를 높여가며 수학실력을 쌓을 수 있다.,https://bookthumb-phinf.pstatic.net/cover/014/546/01454634.jpg?type=m5
유아,유아학습,영어/숫자 배우기,82,기탄큰수학 D단계 3집,기탄교육연구소,단계별로 배우는 수학학습서. 단계를 높여가며 수학실력을 쌓을 수 있다.,https://bookthumb-phinf.pstatic.net/cover/014/546/01454636.jpg?type=m5
유아,유아학습,영어/숫자 배우기,83,기탄큰수학 D단계 4집,기탄교육연구소,단계별로 배우는 수학학습서. 단계를 높여가며 수학실력을 쌓을 수 있다.,https://bookthumb-phinf.pstatic.net/cover/014/546/01454641.jpg?type=m5
유아,유아학습,영어/숫자 배우기,84,기탄 큰수학 D단계,편집부,"기탄큰수학은 하루 5~10분 정도씩 학습할 수 있도록 구성되어 있으며, 상세한 문제풀이 과정과 지도방법을 담은 전자칠판강의 CD를 제공하여 직접 가르치기가 훨씬 쉬워졌습니다. 또한 각 단계별 성취도 테스트, 종료 테스트와 특별부록으로 제공하는 4분 문장제 학습으로 학습 효과를 극대화하고 있습니다. - 수학의 기초인 연산력을 탄탄하게 다져주는 프로그램식 학습지: 단순히 ‘알고 있다’가 아니라 100점을 받을 수 있는 실력을 갖추도록 스몰스텝 방식에 의해 치밀하고 과학적으로 설계되어 있는 프로그램식 학습지입니다. 나이와 학년에 관계없이 자녀의 능력과 수준에 따라 선택하여 학습할 수 있어 자녀에게 자신감과 학습동기를 심어 줍니다. - 더 커진 판형과 분철할 필요가 없는 4 in 1 특수제본 시스템 도입 : 어린이..",https://bookthumb-phinf.pstatic.net/cover/014/546/01454642.jpg?type=m5
유아,유아학습,영어/숫자 배우기,85,기탄큰수학 C단계 4집,기탄교육연구소,단계별로 배우는 수학학습서. 단계를 높여가며 수학실력을 쌓을 수 있다.,https://bookthumb-phinf.pstatic.net/cover/014/546/01454626.jpg?type=m5
유아,유아학습,영어/숫자 배우기,86,곱셈놀이,로렌 리디,"귀여운 캐릭터들이 등장하는 이 그림책 시리즈는 과학과 수학, 그리고 대인 관계를 알기 쉽게 가르쳐 줍니다. 동물 친구들과 함께 덧셈, 나눗셈, 곱셈 같은 기초 수학을 배우고, 로봇 친구들의 안내로 지구와 태양계의 다른 별들을 여행할 수 있습니다.♧ 저자 소개글/그림 로렌 리디1959년 미국 델라웨어 주의 윌밍턴에서 태어나 대학에서 미술을 공부했습니다. 졸업한 뒤에는 점토로 액세서리나 체스 조각을 만들어 팔았습니다. 로렌이 만든 것들은 모두 독특하게 생긴 돼지, 고양이, 공룡 등으로 주로 동물 캐릭터들이었습니다. 25살 이후부터 액세서리 대신 책에 다양한 캐릭터를 그리기 시작했습니다. 그래서 30여 권이 넘는 어린이 책에 그림은 물론이고 글도 직접 썼습니다. 수학, 과학, 인성, 생태 등 다양한 주제에 걸쳐 ..",https://bookthumb-phinf.pstatic.net/cover/001/668/00166848.jpg?type=m5
유아,유아학습,영어/숫자 배우기,87,뺄셈놀이,로렌 리디,"유치원 및 초등학교 저학년을 대상으로 하는 '로렌의 지식 그림책' 시리즈는 총 13권으로, 어린이들이 알아야 할 기초적인 개념들을 과학 · 수학 · 사회 편으로 나누어 소개하고 있습니다. 그 가운데 수학 편은 덧셈놀이, 뺄셈놀이, 곱셈놀이, 분수놀이로 구성되어 있습니다.시리즈의 네 번째 권인 『뺄셈놀이』는 귀여운 동물 학생들이 학교 축제에서 일어나는 여러 상황 속에서 뺄셈의 의미와 뺄셈하는 법을 배우는 이야기입니다. 얼굴에 그림 그리기, '빨간 모자' 연극 보기, 장애물 경주하기, 선생님이 보여 주는 마술쇼 등 학교 운동회 및 학교 바자회 같은 때 일어날 수 있는 상황이 소개되기 때문에 책을 읽는 어린이들은 생활 속에서 자연스럽게 수학을 이해할 수 있습니다. 감속운행, 다이어트 책, 할..",https://bookthumb-phinf.pstatic.net/cover/001/663/00166361.jpg?type=m5
유아,유아학습,영어/숫자 배우기,88,덧셈놀이,로렌 리디,"유치원 및 초등학교 저학년을 대상으로 만든 '로렌의 지식 그림책' 시리즈 중 수학 영역에 해당되는 책. 더하기에 관련된 <덧셈놀이>가 먼저 출간되었고, <뺄셈놀이>, <곱셈놀이>, <분수놀이>가 곧 출간된 예정이다. 미국에서는 '로렌의 지식 그림책' 시리즈는 수업 활용서로 많이 사용된다고 한다.3권 <덧셈놀이>다양한 수업 활동을 통해 덧셈의 원리와 덧셈하는 방법, 식을 만드는 방법 등을 배울 수 있다. 탐정놀이를 통해 식에 쓰이는 각각의 부호의 뜻과 한 자리 수를 더하는 법을 알게 된다. 볼링 시합을 통해 두 자리의 수끼리 더하는 방법과 많은 수를 차례차례 더하는 방법도 배우게 된다. 처음 덧셈을 배우는 어린이의 눈높이에 맞추어 모든 과정을 생략하지 않고..",https://bookthumb-phinf.pstatic.net/cover/001/662/00166222.jpg?type=m5
유아,유아학습,영어/숫자 배우기,89,수셈떼기 1과정,편집부,"""처음 시작하는 숫자 쓰기, 1부터 10까지 숫자 익히기"" 숫자에 대한 기초가 전혀 없는 아이들이 제일 먼저 학습해야 하는 기초 과정입니다. 입으로 세던 숫자를 처음으로 그 모양에 따라 쓰기를 훈련하는 과정입니다. 숫자를 정확하고 예쁘게 쓰려면 색연필을 자유롭게 사용할 수 있어야 합니다. 1부터 10까지 집중적으로 숫자를 익히면서 놀이를 통해 숫자 공부를 재미있게 할 수 있도록 하였습니다.",https://bookthumb-phinf.pstatic.net/cover/001/639/00163949.jpg?type=m5
유아,유아학습,영어/숫자 배우기,90,수셈떼기 3과정,편집부,"국교 입학 준비를 위한 산수 학습서.""더하기 1의 반복 연습으로 더하기의 기본 개념 익히기"" 더하기 1의 반복 연습으로 더하기의 기본 개념을 파악하는 훈련이 시작되는 과정입니다. 덧셈을 잘하기 위해서는 어떤 수의 다음에 오는 수가 무엇인지를 먼저 이해하여야 합니다. 어떤 수의 다음에 오는 수, 즉 어떤 수보다 1 큰 수는 모두 어떤 수에 1을 더한 수와 같음을 알게 하는 과정입니다.",https://bookthumb-phinf.pstatic.net/cover/001/639/00163951.jpg?type=m5
유아,유아학습,영어/숫자 배우기,91,수셈떼기 제4과정,편집부,"""더하기 2의 연습으로 빠르고 정확한 계산 익히기""더하기 1을 종합적으로 복습하고 더하기 2를 연습하는 과정입니다.어떤 수 더하기 2의 합은 어떤 수의 다음다음의 수이므로, 어떤 수에 1을 더하고 그 수에 다시 1을 더한 것과 같음을 알게 합니다.계산력은 많은 반복 연습을 통해서 빠르고 정확하게 길러야 합니다.",https://bookthumb-phinf.pstatic.net/cover/001/639/00163952.jpg?type=m5
유아,유아학습,영어/숫자 배우기,92,수셈떼기 5과정,편집부,"""더하기 3의 연습으로 빠르고 정확한 셈하기""어떤 수에 더하기 2의 연습을 완성하고, 어떤 수에 더하기 3의 연습에 들어가는 과정입니다. 앞에서 익힌 1씩 커지는 수나 다음다음의 수를 생각하면서 어떤 수의 다음다음다음의 수가 곧 3을 더한 수임을 알게 하는 과정입니다.",https://bookthumb-phinf.pstatic.net/cover/001/639/00163953.jpg?type=m5
유아,유아학습,영어/숫자 배우기,93,수셈떼기 6과정,편집부,"""어떤 수에 더하기(4~6) 연습""어떤 수에 더하기 4, 5, 6의 연습에 들어가는 과정입니다. 더하여지는 수와 더하는 수의 합이 10 미만인 경우에는 답을 구하기 쉬우나 10 이상인 경우에는 10과 몇으로 나누어 계산하도록 반복해서 연습합니다.",https://bookthumb-phinf.pstatic.net/cover/001/639/00163954.jpg?type=m5
유아,유아학습,영어/숫자 배우기,94,수셈떼기 7과정,편집부,"""빼기의 기본 개념 익히기, 어떤 수에 더하기(7~8) 연습"" 빼기의 연습에 처음 들어가는 과정으로 우선 1씩 작아지는 연습을 통해 빼기의 감각을 느껴 보고, 1씩 작아지는 수는 어떤 수의 바로 앞의 수임을 이해하도록 하는 과정입니다. 더하기는 어떤 수에 더하기 7, 8의 연습을 통해서 빠르고 정확한 셈을 익히는 과정입니다.",https://bookthumb-phinf.pstatic.net/cover/001/639/00163955.jpg?type=m5
유아,유아학습,영어/숫자 배우기,95,수셈떼기 9과정,편집부,"""어떤 수 빼기(7~10), 합이 30 이하인 덧셈 연습"" 일반적으로 덧셈보다는 뺄셈이 어렵게 느껴집니다.그러므로 빨리 답이 구해지지 않는다고 걱정하지 말고 꾸준히 연습하다 보면 뺄셈도 쉽게 익힐 수 있습니다. 초등 학교 입학을 앞두고 더하기의 반복 훈련과 뺄셈 훈련을 통해서 암산력을 기르는 과정입니다.",https://bookthumb-phinf.pstatic.net/cover/001/639/00163957.jpg?type=m5
유아,유아학습,영어/숫자 배우기,96,수셈떼기 2과정,편집부,"""숫자 쓰기 훈련, 1부터 20까지 숫자 익히기"" 숫자에 대한 기초를 완전히 익히고, 차례대로 많은 숫자까지 쓸 수 있게 하는 과정입니다. 수학을 잘 하기 위해서는 기초가 되는 숫자를 세는 능력과 쓰는 실력을 기르는 것이 아주 중요합니다. 큰 수에 이르기까지 큰 소리로 읽으면서 숫자를 쓰고, 또 수의 순서를 이해할 수 있어야 합니다.",https://bookthumb-phinf.pstatic.net/cover/001/639/00163950.jpg?type=m5
유아,유아학습,영어/숫자 배우기,97,수셈떼기 8과정,편집부,"""어떤 수 빼기(3~6), 어떤 수 더하기(9~10) 연습""어떤 수에서 빼기 3, 4, 5, 6의 연습과 어떤 수에 더하기 9, 10을 연습하는 과정입니다. 거꾸로 숫자를 세어 보는 것도 빼기를 잘할 수 있는 방법입니다. 20, 19, 18, …, 3, 2, 1의 순으로 숫자를 세어 보면 1씩 작아지는 수에 대해 익숙하게 되고, 더 나아가 어떤 수보다 몇 작은 수는 어떤 수가 되는지 금방 알게 됩니다.",https://bookthumb-phinf.pstatic.net/cover/001/639/00163956.jpg?type=m5
유아,유아학습,영어/숫자 배우기,98,수셈떼기 10과정,편집부,"""(두 자리 수)±(한·두 자리 수), 합이 30 이하인 덧셈 익히기""본 교재의 마지막 과정입니다. 뺄셈은 덧셈에 대한 개념이 형성되어 있어야 가능합니다. 그러므로 뺄셈의 개념과 계산을 더 확실히 하기 위해서는 빼어지는 수가 되려면 빼는 수에 몇을 더하면 되는지 생각해 보면 덧셈과 뺄셈의 관계를 확실히 알 수 있게 됩니다. 큰 수의 빠른 덧셈, 뺄셈 훈련으로 필산력을 기르는 과정입니다.이 과정까지 마치면 초등 학교 입학 준비는 완벽하게 마쳤다고 안심하셔도 좋습니다.",https://bookthumb-phinf.pstatic.net/cover/001/639/00163958.jpg?type=m5
유아,유아학습,영어/숫자 배우기,99,즐거운 이사 놀이,안노 미쓰마사,수학그림동화 시리즈 첫번째권. 수학의 기본 요소인 수를 익힐 수 있게 도와주는 책. 어린이들이 다소 접하기 어려운듯도 하지만 이사놀이라는 독특한 소재와 반복되는 구성을 통해 아이들이 수의 개념에 다가갈 수 있도록 돕고 있다.,https://bookthumb-phinf.pstatic.net/cover/001/744/00174456.jpg?type=m5
유아,유아학습,영어/숫자 배우기,100,놀이수학,안노 미쓰마사,수학의 기본 개념을 쉽고 재미있게 익힐 수 있는 수학 그림책. 두명의 난쟁이들과 함께 수학이 아닌 수학여행을 떠나면서 어린이들이 스스로 생각하고 발견해 내는 놀라운 경험을 하게 된다. 상상력이 풍부한 그림과 알찬 내용으로 어린이 스스로 수학 개념을 찾아내는 즐거운 게임 학습의 수학 그림책.,https://bookthumb-phinf.pstatic.net/cover/001/757/00175732.jpg?type=m5
유아,유아학습,자연/과학,1,누구일까? 식물친구 1,이은정,주변 사물에 관심이 생기고 탐색하기 시작하는 어린이를 위한 식물도감 『누구일까? 식물친구』 제1권 《과일과 채소》. 식물 친구 과일과 채소의 생태를 퀴즈와 동시로 흥미롭게 풀어내 쉽고 재미있게 식물을 접하고 관찰할 수 있도록 구성한 책입니다. 생생한 사진과 여러 형태의 놀이 구성은 처음 시작하는 자연 관찰이 즐겁고 지속 가능한 탐구 활동이 될 수 있도록 도와줍니다.,https://bookthumb-phinf.pstatic.net/cover/143/315/14331596.jpg?type=m5
유아,유아학습,자연/과학,2,똑똑한 어린이를 위한 공룡 백과,아이세움 편집부,"아이가 좋아하는 공룡을 아무리 봐도 잘 모르겠다면,당황하지 말고 공룡 백과를 찾아보세요! 두 돌을 지나면서 만 5, 6살이 될 때까지 아이들은 끊임없이 “이건 뭐예요?”, “이건 왜 그래요?” 라는 질문을 하곤 해요. 끝없는 호기심을 가진 아이들에게 즉각적인 대답을 해 주기 어려울 때도 있지요. 그렇다고 좌절하지 마세요. 끝없는 호기심을 가진 아이들에게는 정답을 직접적으로 알려 주기보다는 계속해서 지적 도전을 하게 만들고 스스로 답을 찾아보도록 도움을 주려는 태도가 더 중요하니까요!공룡은 우리보다 훨씬 먼저 지구에 살았던 동물이에요. 하지만 지금은 모두 사라져 버려서 살아 있는 공룡을 만나 본 사람은 아무도 없지요. 하지만 우리는 《똑똑한 어린이를 위한 공룡 백과》를 통해서 공룡들이 어떻게 생겼는지, 무엇을..",https://bookthumb-phinf.pstatic.net/cover/143/770/14377090.jpg?type=m5
유아,유아학습,자연/과학,3,수상한 나무들이 보낸 편지,베르나데트 푸르키에,"전 세계 열여섯 가지 독특한 나무를 소개한 과학 그림책유령나무, 빵나무, 목졸라나무, 다이너마이트나무, 거꾸로나무, 금화나무……. 마치 동화책에 나오는 상상 속의 나무 같지만, 모두 지구에 살고 있는 나무입니다. 이 색다른 나무 이름들은 작가 베르나데트 푸르키에가 지어 준 별명이랍니다.《수상한 나무들이 보낸 편지》는 개성이 뚜렷한 열여섯 가지 나무의 편지를 읽으며 자연스레 새로운 지식을 익히게 되는 과학 그림책입니다. 세상에서 가장 무거운 거인나무, 폭발하는 다이너마이트나무, 무지개 빛깔을 띤 무지개나무, 위에서 아래로 자라는 목졸라나무의 비밀을 엿볼 수 있어요. 나무가 사람이나 다른 동식물, 자연환경과 교류하는 방식 또한 중요한 부분을 차지합니다. 이 책을 읽고 나서, 산책하다가 마주치는 나무들에게 나만의..",https://bookthumb-phinf.pstatic.net/cover/138/839/13883923.jpg?type=m5
유아,유아학습,자연/과학,4,첫 공룡 백과,편집부,"어휘력이 생각의 폭을 넓힌다! 생후 18개월에서 24개월 사이, 어휘 폭발기에 딱 맞는 첫 공룡 백과입니다. 꼭 알아야 할 단어와 특징을 단순한 그림과 간략한 설명으로 보여줍니다.생후 18개월에서 24개월 사이를 어휘 폭발기라고 부릅니다. 5배 이상의 단어를 습득하고 구사할 능력을 갖게 되거든요. 그러니 이 시기에 양질의 단어를 접하게 해주는 것이 인생의 어느 시기보다 중요합니다. 『첫 공룡 백과』에서는 공룡 52마리를 알려 줘요. 티라노사우루스, 트리케라톱스처럼 아이들이 좋아하는 공룡 단어들을 모았습니다. 중국 홍콩의 화가, 보니 팡의 생동감 넘치는 그림이 보는 재미를 더해요. 알찬 내용과 볼 거리가 가득한 『첫 공룡 백과』를 만나 보세요!",https://bookthumb-phinf.pstatic.net/cover/130/692/13069268.jpg?type=m5
유아,유아학습,자연/과학,5,첫 곤충 백과,편집부,"어휘력이 생각의 폭을 넓힌다! 생후 18개월에서 24개월 사이, 어휘 폭발기에 딱 맞는 첫 곤충 백과입니다. 꼭 알아야 할 단어와 특징을 단순한 그림과 간략한 설명으로 보여줍니다. 생후 18개월에서 24개월 사이를 어휘 폭발기라고 부릅니다. 5배 이상의 단어를 습득하고 구사할 능력을 갖게 되거든요. 그러니 이 시기에 양질의 단어를 접하게 해주는 것이 인생의 어느 시기보다 중요합니다. 『첫 곤충 백과』에서는 곤충 62마리를 알려 줘요. 나비, 개미, 벌 처럼 꼭 알아야 할 곤충 단어들을 모았습니다. 타이완의 화가, 유 시엔 우의 귀여운 그림이 곤충을 친근하게 느끼게 해줘요. 알찬 내용과 볼 거리가 가득한 『첫 곤충 백과』를 만나 보세요! ",https://bookthumb-phinf.pstatic.net/cover/130/692/13069266.jpg?type=m5
유아,유아학습,자연/과학,6,우리 몸 백과,편집부,"어휘력이 생각의 폭을 넓힌다! 생후 18개월에서 24개월 사이, 어휘 폭발기에 딱 맞는 우리 몸 백과입니다. 꼭 알아야 할 단어와 특징을 단순한 그림과 간략한 설명으로 보여줍니다. 생후 18개월에서 24개월 사이를 어휘 폭발기라고 부릅니다. 5배 이상의 단어를 습득하고 구사할 능력을 갖게 되거든요. 그러니 이 시기에 양질의 단어를 접하게 해주는 것이 인생의 어느 시기보다 중요합니다. 『우리 몸 백과』에서는 우리 몸과 관련된 90개의 단어를 알려 줘요. 눈, 코, 입, 귀 처럼 꼭 알아야 할 신체 단어들을 모았습니다. 이탈리아 피렌체의 화가, 일라리아 팔로시의 섬세한 그림이 이해를 도와줘요. 알찬 내용과 볼 거리가 가득한 『우리 몸 백과』를 만나 보세요! ",https://bookthumb-phinf.pstatic.net/cover/130/654/13065449.jpg?type=m5
유아,유아학습,자연/과학,7,공룡이 돌아온다면,박진영,"공룡들이 이력서를 냈대요, 우리 함께 공룡의 직업을 구해 줘요!박물관에서 화석이나 모형으로만 볼 수 있던 공룡들이 살아 돌아왔어요. 사람들과 같이 달리기도 하고, 노래도 부르고 사진도 찰칵 찍지요. 하지만 맨날 놀 수는 없잖아요. 먹고 살려면 다 큰 공룡들은 일을 해야 할 거예요! 각자 잘하는 일을 찾아서 직업을 구해야 할 텐데……, 공룡들은 무엇을 잘할까요? 어떤 공룡은 힘이 세요. 다른 공룡은 소리를 잘 내고요. 또 다른 공룡은 세상에 똥을 엄청 잘 싸네요. 우리 함께 공룡들에게 적성에 맞는 직업을 구해 줘 볼까요?",https://bookthumb-phinf.pstatic.net/cover/125/068/12506877.jpg?type=m5
유아,유아학습,자연/과학,8,와이즈만 유아 과학사전,"김은경, 신현정, 이경아, 박순빈","유아에서 초등까지, 기초 영역에서 첨단 영역까지,과학 지식에서 탐구 태도까지,개념 원리에서 놀이 활동까지 “과학 하는 즐거움을 알려주는 첫 생활탐구 과학사전”★대한민국 교육 브랜드 대상, 영재교육부문 14년 연속 수상★한국유아영재교육학회 추천 ★수학/과학 영재교육 전문 브랜드, 와이즈만이 만든 유아 사전 그림책 시리즈 2 아이의 눈높이에 딱 맞춘 통합과학, 놀이 활동책 <와이즈만 유아 과학사전>은 ‘와이즈만 유아 사전 시리즈’의 ‘과학’ 편으로, 유치원 누리과정과 초등 과학 교육과정에 맞추어 생명, 물질, 운동과 에너지, 지구와 우주 같은 기본 영역을 구분하고, 최근 떠오르는 사물인터넷(IoT), 쓰리디(3D) 프린터, 가상현실 같은 컴퓨터 과학 기술을 두루 망라하여 개념을 선정함으로써 과학에 대..",https://bookthumb-phinf.pstatic.net/cover/124/261/12426150.jpg?type=m5
유아,유아학습,자연/과학,9,똑똑한 동물원,조엘 졸리베,"네가 동물들을 분류하는 방식은 뭐야?'알맹이 그림책' 시리즈, 제11권 『똑똑한 동물원』. 이 시리즈는 유아들에게 지적이고 정서적인 자극을 줄 만한 그림책을 모았습니다. 신선한 아이디어가 돋보이는 이야기뿐 아니라, 때로는 낯설고 때로는 친숙한 기법과 빛깔의 그림이 담긴 그림책을 엄선했습니다. 유아들이 그림책만이 갖고 있는 아기자기한 재미를 마음껏 누리도록 인도합니다.제11권은 아이들을 똑똑한 동물원으로 초대하는 커다란 그림책입니다. 갈라파고스황소거북, 아프리카여우, 흰돌고래, 눈표범, 수리부엉이, 펠리컨, 피라니아, 하마, 안경곰, 오랑우탄, 산토끼, 카피바라, 앵무조개, 태즈메이니아데빌, 비버, 호저, 얼룩말, 기린, 오카피, 코끼리, 산고릴라, 젖소, 라마 등 친숙한 동물들은 물론, 낯설고 희한한 동물들..",https://bookthumb-phinf.pstatic.net/cover/060/888/06088829.jpg?type=m5
유아,유아학습,자연/과학,10,색칠 연습장 2,삼성출판사 편집부,"두뇌 연습장 시리즈. 색칠은 물론 긋고 그리는 활동부터 한글, 수학까지 첫 두뇌 발달을 위한 20가지 주제의 다양한 활동으로 구성되었다. 가벼운 스프링 연습장 형태로 어디든 가지고 다니기 좋으며, 한 눈에 이해되는 구성으로 워크북이 처음인 아이도 부담이 없다. <색칠 연습장 : 공룡> 편에는 쿵쾅쿵쾅 티라노사우루스, 뾰족 뿔 트리케라톱스, 하늘을 나는 프테라노돈 등 아이가 좋아하는 공룡 그림이 24개나 들어 있다. 색연필을 쥐고 가이드 라인을 따라 칠하면 금세 나만의 공룡 그림책이 완성된다. 알록달록 마음껏 색칠하며 집중력과 창의력을 키울 수 있다.",https://bookthumb-phinf.pstatic.net/cover/123/080/12308092.jpg?type=m5
