분야,분야 내 카테고리,서브 카테고리,순위,책이름,저자,줄거리,이미지
예술/대중문화,TV/대중문화,문화비평,46,붓다를 죽인 부처,박노자,"균형을 잃은 한국 사회에 던지는 혁명적 가르침!깨달음의 탄생과 혁명적 지성『붓다를 죽인 부처』. 불교 사상에서 깊은 영감을 받은 대한민국의 대표적 진보 지식인, <거꾸로 보는 고대사>, <나를 배반한 역사>의 저자 박노자가 시대의 개혁가이자 인류의 영원한 멘토인 붓다의 가르침을 통해 오늘날 불교 종단이 어떻게 왜곡해 왔는지 분석하였다. 박정희 정권 시절 사격 훈련을 받아야 했던 여승의 일화부터 해방 후 불교계가 국가와 결탁할 수밖에 없었던 상황, 일제 강점기 천황을 위한 정복 전쟁이 불교적 실천이라는 논리 등 호국 불교라는 ‘형용 모순’이 생기게 된 근원을 추적하고, 붓다가 원래 말하려 했던 가치가 무엇인지 그리고 현실적인 권력자들의 가르침을 배반했던 무리들이 붓다의 가르침을 왜곡해온 ..",https://bookthumb-phinf.pstatic.net/cover/067/488/06748822.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,47,"한국의 보수, 비탈에 서다",정두언,"희망의 비상구를 찾아서『한국의 보수 비탈에 서다』. 이 책은 한국 최초로 트위터와 책을 결합한 정치인 정두언의 생동감 넘치는 이야기를 동시에 들을 수 있는 트위북으로, 정부 출범 전후부터 최근까지 간간이 써온 글과 최고위원회의 등 각종 회의에서 발언한 내용들을 정리한 글모음이다.",https://bookthumb-phinf.pstatic.net/cover/067/450/06745023.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,48,법과 싸우는 사람들,서형,"일반적으로 법의 지배란 사회적 강자 집단을 법에 복종하게 하는 것, 그것을 통해 법 앞의 평등이라는 이상을 실현하는 것을 가리킨다. 다른 한편, 법에 의해 기성 질서 수혜자들의 이익은 공고화되는 반면 사회 약자들의 항의가 법에 의해 제지되는 상황을 일반화해서 ‘법에 의한 지배’(rule by law)라고 부른다. 우리는 어떤가? 사회경제적으로 불평등한 사회질서로부터 만들어지는 여러 문제들이, 법에 의해 얼마나 정의롭게 교정되고 있을까? 우리 사회의 보통 사람들은 법으로부터 어떤 보호를 받고 있다고 느낄까? 법의 평등한 보호를 받고 있지 못하다는 것을 경험하게 될 때, 이들은 어떻게 반응할까?이 책은 우리 사회의 사법 현실이 정의롭지 못하다고 생각하는 시민뿐 아니라, 법에 대한 보통 사람들의 시각을 폄하해 온..",https://bookthumb-phinf.pstatic.net/cover/067/216/06721609.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,49,소금꽃나무,김진숙,"하종강의 <그래도 희망은 노동운동>에 이어 현장의 관점에서 노동문제를 고민코자 하는 후마니타스의 2007년 노동절을 기념 기획물. 이 땅을 살아가는 노동자들의 건강함과 세상을 만들어 가는 그들의 자신만만한 낙관을 보여 주는 책이다. 이 책에 담겨 있는 글들은 총 6부로 구성되어 있다. 1980년대 이후 한국 사회의 실제 모습을 보여 주는 한 편의 역사이자 지은이의 살아온 이야기이기도 하다. 권위주의, 민주화, 세계화로 이어지는 공식 역사의 이면에서, 고단한 노동의 현실을 당차게 감당해 낸 여성 노동자 김진숙의 삶과 투쟁이 고스란히 드러나 있다. 가장 인간적이기에 가장 감동적인 노동자의 이야기를, 우리는 그의 글 하나하나에서 만나게 된다.",https://bookthumb-phinf.pstatic.net/cover/066/747/06674728.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,50,팝콘을 먹는 동안 일어나는 일,김선희," 모두 같은 스크린을 바라볼 때, 그 뒷면을 바라보는 법!대중문화의 이면에 드러난 우리 사회와 자신의 자화상을 엿보다 생각 없이 팝콘 먹으며 영화 한 편을 다 보고 나니 어딘가 찝찝하다. 영화의 줄거리는 어떠하고, 어떤 배우가 출연했는지 알고 있지만 과연 제대로 읽었는지 애매모호하기 때문이다. 범람하는 대중문화의 영상매체 속에서 우리는 우리 자신을 똑바로 바라보고 있는 것일까? 이 책은 대중문화를 선도하는 영화와 드라마, 광고를 소재로 그 이면에 드러난 우리 사회, 우리 자신의 자화상을 끌어내 이를 어떤 식으로 받아들이고 판단할지 알아가는 과정을 보여주고 있다. 크게 4개의 주제인 ‘복제되는 현대 신화들’, ‘문화 거울로 자기 바라보기’, ‘공존을 위한 ..",https://bookthumb-phinf.pstatic.net/cover/066/407/06640763.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,51,음악 속 삶 읽기,권송택,"한양대학교 음악연구소 소장 권송택의 『여덟 가지 시선으로 바라보는 음악 속 삶 읽기』. 세상을 살아가면서 생각해볼만한 삶의 화두를 자연, 종교, 사랑, 사회, 죽음, 철학, 민족, 지성 등 여덟 가지로 분류하여 음악과 연관 지어 이야기한다. 음악을 감상하고 이해할 때 기본적으로 도움을 주는 이론을 배워나갈 수 있다. 음악 용어, 요소, 원리, 그리고 개념도 정리해 놓았다. 시와 소설 등의 문학뿐 아니라, 건축과 회화 등의 다양한 예술 장르를 넘나든다.",https://bookthumb-phinf.pstatic.net/cover/066/187/06618799.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,52,1등만 기억하는 더러운 세상,"노회찬, 공지영","무한 경쟁 사회를 향한 발칙한 외침!깊어가는 가을에 첫사랑만 추억하지 말고 세 번째, 네 번째 사랑은 누구였던가 기억해보자. 어젯밤 회식에서 1차를 쏜 부장님 말고 3차 노래방을 계산한 이는 누구였는지 가물거리는 기억을 더듬어보자. 1등이 아닌 모두를 생각해보자. 거기에 우리가 있을 것이고, 이 책은 그 우리들에게 내미는 다섯 연사의 손이다. 1등만 기억하는 더러운 세상. 하지만 1등은 당신에게 아무 의미 없다. 첫 번째 연사는 노회찬이다. 그는 직장 다니고 월급 받아 생활하는, 정상적이고 보편적인 방법으로는 1등·1등급이 될 가능성이 없는 우리 사회를 ‘로또 외에 방법이 없는 동물의 왕국’이라고 정의한다. 두 번째 연사 앤디 비클바움은 미사여구로 치장한 채 추악한..",https://bookthumb-phinf.pstatic.net/cover/063/963/06396385.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,53,너희들의 유토피아,김영종,"현대문명의 배후 '보이지 않는 손'을 파헤치다!현대인을 조종하는 '보이지 않은 손'을 파헤친 책『너희들의 유토피아』. 진보란 무엇인지, 유토피아는 누구를 위한 것인지 등 현대 문명의 여러 담론들을 들춰내어 기존의 관념들을 하나씩 깨뜨리며 현대인의 삶을 장악하고 있는 현대문명의 배후를 묻는다. 이러한 현대문명의 메커니즘을 움직이는 '보이지 않는 손'은 사회를 진보와 보수의 구도 속에 몰아놓고 그 자신은 사라져버린다고 한다. 저자는 이 책을 통해 '보이지 않는 손'의 정체를 드러내고자 했다. ☞ 북소믈리에 한마디!현대의 문화, 역사, 예술, 언론, 경제, 정치, 사회 시스템을 넘나들며 기존의 관념을 해부하는 저자의 통찰력이 돋보인다. 북아메리카 원주민 축제, 산조정시노가 애니미즘 미학, 성기관망파의 예술, 검객..",https://bookthumb-phinf.pstatic.net/cover/063/951/06395168.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,54,재일동포 리정애의 서울 체류기,리정애,"내 국적은 조선입니다.근ㆍ현대사를 거치면서 우리에게 뿌리박힌 차별과 폭력뿐 아니라, 우리가 지켜 나가야 할 자유와 인권에 대해서도 아우르는 「평화 발자국」 제7권 『재일동포 리정애의 서울 체류기』. 2005년 8ㆍ15 민족대축전에서 우리 민족의 따뜻한 정을 맛본 후, 서울로 유학온 재일조선인 3세 리정애의 이야기를 시사만화가 임소희가 만화로 창작했다. 정 많고, 눈물 많은 리정애가 재일동포로서 일본과 한국, 그리고 공화국을 오가면서 보고 듣고 느끼고 경험한 낯설지만 특별한 이야기를 담아냈다. 재일동포가 껴안은 아픔과 고민을 생생하게 들여다볼 수 있다. 아울러 재일동포에 대한 정보를 충실히 담아냄으로써 어리석은 오해와 편견을 버리고 그들에게 친밀하게 다가서도록 인도한다. ☞ 북소믈리에 한마디!우리는 국적이 조..",https://bookthumb-phinf.pstatic.net/cover/063/815/06381532.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,55,아름다운 세상의 조건,박원순,"우리 사회를 한 단계 업그레이드시키는 21세기 실학운동에 동참하라!'소셜 디자이너'로서 왕성하게 활동 중인 인권변호사 박원순이 '나눔'과 '희망'에 대해 이야기하는 『아름다운 세상의 조건』. 끝없는 발상의 전환을 통해 우리 사회를 한 단계 업그레이드시키기 위해 노력해온 저자가 참여연대, 아름다운가게, 그리고 희망제작소 등에서 활동하면서 발견한 '희망'에 대한 이야기를 풀어놓는다. 우리 사회를 헌신, 실천, 희생 등 스스로를 통해 세상을 밝히는 사람들을 만날 수 있다. 아울러 세상을 바꾸는 21세기 키워드인 '기부'와 '나눔'에 대해서도 배우게 된다. 우리 사회의 미래를 절망에서 낙관으로 바꾸는, 절대 녹슬지 않는 희망의 씨앗을 심어줄 것이다.",https://bookthumb-phinf.pstatic.net/cover/063/147/06314773.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,56,김기협의 페리스코프 10년을 넘어,김기협,"한국 사회를 읽어 내려간 복합형칼럼!한국 사회를 읽어 내려간 김기협의 본격 정치사회 칼럼집 『김기협의 페리스코프』. 인터넷 신문 《프레시안》에 저자가 연재했던 칼럼을 모은 책으로, 저자가 10년 전 작성했던 칼럼을 먼저 보여주고 비슷한 주제의 새로운 칼럼을 보여주는 독특한 형식이다. 2009년 이후 한국 사회의 시대착오적인 풍경, 원칙과 상식이 무너져가는 모습을 생생하게 전하고, ‘함께 사는 세상’의 참의미를 되새겨본다. 또 한국 사회의 <뉴라이트 비판>을 통해 뉴라이트의 시대착오적인 실상을 낱낱이 밝힌 김기협이 한국 사회의 실상을 낱낱이 분석하고 있다.",https://bookthumb-phinf.pstatic.net/cover/062/620/06262080.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,57,대한민국 검찰을 말하다 2,조성식,"김대중 · 노무현 · 이명박 검찰… 세상에 알려지지 않은 진실을 밝힌다!『대한민국 검찰을 말하다』제2권. 20년 가까이 월간「신동아」에서 검찰들을 밀착 취재해 온 조성식 기자가 김대중에서 노무현, 이명박 정권에 이르는 검찰의 이면을 날카롭게 파헤친다. 이 책은 검찰의 정치적 독립과 검찰-권력의 관계에 주목하여 사건과 인물을 통해 본 검찰의 실상을 소상하게 밝히고 있다. 저자는 그동안 쉽게 접하기 어려웠던 주요 사건의 진실과 검찰사회의 명암을 자신의 꼼꼼하고 세밀한 취재를 토대로 박진감 있게 전달한다. 현재까지 많은 논란이 되고 있는 검찰 수사에 대한 무조건적인 찬양이나 비난을 지양한 채 있는 그대로의 검찰을 바라보려는 건전한 비판의식이 돋보인다.☞ 북소믈리에 한마디!이 책은 총 3부가 전2권에 걸쳐 구성되어..",https://bookthumb-phinf.pstatic.net/cover/062/668/06266859.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,58,이세상에서 가장 많은 오해를 받고 있는 사람들,류호성,『이세상에서 가장 많은 오해를 받고 있는 사람들(개정판)』은 민주화의 농성장에서 느낀 민주주의 대한 견해를 쓴 글이다. '풀뿌리 민주주의가 무엇인가를 어렴풋하게나마 깨닫게해준 노성장-그 대학의 민주화 농성장에서 우리 사회에 대한 병폐와 폐단을 생각해보았다'라고 저자는 말한다.,https://bookthumb-phinf.pstatic.net/cover/061/105/06110566.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,59,"인터넷 소설, 새로운 이야기의 탄생",김명석,"인터넷 소설, 새로운 이야기의 탄생!『책세상문고 우리시대』제122권《인터넷 소설 새로운 이야기의 탄생》. 이 책은 인터넷으로 읽을 수 있는 모든 소설을 ‘인터넷 소설’로 규정하면서 디지털 시대의 이 새로운 문학 현상을 분석한다. 이 책은 매체가 모든 것을 규정하는 유일하고도 결정적인 요소가 아니라는 것을 전제로 하면서 인터넷 소설 읽기가 가져온 변화의 양상과 의미를 점검해본다.저자는 디지털 시대 소설의 가장 주목할 만한 변화로, 종이책을 매개로 만났던 권위적인 작가와 수동적인 독자라는 일방적 관계가 쌍방향성과 하이퍼텍스트성으로 대표되는 인터넷 공간에서는 대화하고 소통하는 관계로 변모하고 있다는 점을 꼽는다. 총 4장에 걸쳐 인터넷으로 소설을 읽는다는 것이 어떤 새로운 소설 읽기 경험을 제공하는가에 초점을 맞..",https://bookthumb-phinf.pstatic.net/cover/060/300/06030065.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,60,보노보 찬가,조국,"정글화되고 있는 한국사회를 비판한다!이명박 정부 출범 이후 1년 반에 대한 저자의 진단과 대책을 담은 책. 한겨레, 한겨레21, 경향신문 등 여러 매체를 통해 시론을 써 온 법학 교수이자 저자인 조국은 지금 한국사회가 상명하복, 약육강식, 승자독식 등의 원리만이 작동하는 정글 속으로 한 발짝 더 들어섰다고 진단한다. 더 나아가 현 상황의 위기적 국면들을 다각적으로 진단한다. 노동상황은 더욱 열악해져 비정규직은 나날이 늘어가고, 청년실업 또한 증가하며, 이주노동자에 대한 차별구조는 심각한 지경에 이르렀다는 것이다. 이러한 상황에 대한 대안으로 저자는 진보진영의 역할을 제시하고 있다. 구색을 맞추는 정도에 지나지 않으며 대안세력으로 평가받지 못하는 진보정당. 저자는 이러한 진보의 꿈이 우선 재구성되어야 하며, ..",https://bookthumb-phinf.pstatic.net/cover/060/189/06018935.jpg?type=m5
